"","BLCA","LUSC","CESC","HNSC","LUAD","COADREAD","PAAD","LAML","OV","ESCA","STAD","SKCM","UVM","ACC","PCPG","GBM","LGG","MESO","SARC","TGCT","DLBC","THYM","KIRC","KIRP","CHOL","LIHC","UCEC","UCS","BRCA","PRAD","KICH","THCA"
"chr17:3630167-3631113",0.782886859176558,0.328294352718913,1.29369387434601,0.687882114327548,-0.296005077065566,0.705666316626486,-0.508540504330335,-1.14045513179822,-0.0910880331706035,0.370611408492914,0.069563941416966,0.69167774411575,-0.571969548002726,-0.413833062669035,-1.61464146113383,0.157036460101832,-1.06283236339594,0.0636099193854463,0.672356384621472,1.13516207004273,2.06211155930172,1.31468928505,-1.27640028871729,-1.2383681747119,-0.346034150914948,-0.474096996163469,1.28398092916907,1.48200940258598,0.14528085430959,-1.20354649222645,-1.61745843703335,-1.39124375445532
"chr7:23510186-23517201",0.215387257026351,0.850530303277164,0.488686857048026,-0.0878541965343495,-0.0233862608159287,0.0421285299477895,-0.0179827127850791,-0.820331273257952,-0.0744189058774643,0.458016145888636,0.052160575684841,-0.0549720532398399,-0.943079996842958,-0.680544932249673,-0.908916673021243,0.794728358150226,-0.580510530229115,-0.53922299868521,-0.396413844901247,1.80681750999462,3.09497948637883,-0.66014735871753,-0.729348615989406,-0.772010054479028,-0.355430935825372,-0.172996676850567,0.56128438285238,2.79476878358949,-0.814053971431531,-0.916346124265983,-0.776365205861947,-0.835154867976936
"chr17:37920189-37921098",0.662798111154086,0.524540826272335,0.36134552087021,0.184708518541319,1.11024581068864,-0.046278550670758,0.536474469496459,-0.44535825104978,-0.88583532830842,-0.0565994272024461,0.663273820088333,0.787926982538741,-1.33284456806951,-1.38834071667613,-1.31298850202636,-1.41854601448,-1.4251689036346,0.0584970710707409,-0.507233293705763,0.240626302460737,3.43283260632864,1.29539247519101,0.694147624378778,-0.509277391470905,-0.317284251431573,-0.584174534375289,-0.183546480088511,-0.896534499493837,0.584181121845888,-0.335900437759316,-0.334945159410473,0.843865048927754
"chr17:76124963-76126618",1.02073711075022,0.707043552932516,0.273554224845632,-0.213606234244683,1.19444907838793,0.407642695484868,0.576255828945794,1.30298088167334,-0.534344057206621,0.377569078699888,0.115335206832523,-0.121636672938142,-1.00268952971914,-1.31495911632954,-0.99274871041983,-1.09017001501207,-0.922826047842062,-0.33098110028131,-0.868981717970663,-0.261194601288566,2.90041400920934,2.00059234683497,-0.573926592333753,-0.761644056423506,-0.0152360814815156,-0.94667563779514,-0.386495630996879,-0.519645035354761,-0.119279762921109,-0.405943174030456,-1.09187093572232,1.59828069571504
"chr16:27462215-27463964",-0.169078097439119,0.182719394671904,0.220034029557561,0.280746599658067,0.630769904549516,-0.200276593485493,0.183583550218538,-1.14977309604356,-0.815202044723119,-0.698399098436137,-0.440502027200759,0.583797180119823,-1.06089126591813,-0.919928148362028,-0.552087725416448,-0.0537832869429434,-0.416329917117353,1.02400278549242,0.251023421643685,0.353631364782067,4.18265694338865,1.72545613457419,0.534977693351402,-0.733560560586387,-0.242096492460597,-0.611057731772236,-0.247360612952708,-0.626657532795747,0.358942983568817,-0.725760005821005,-0.894919205183043,0.0453214570801641
"chr1:203745461-203748054",-0.204525007818543,0.631926694338546,0.278567651715219,0.202003178320551,1.07744929866651,-0.145659448423649,0.430180556190677,-0.185907715417636,-0.847457693566661,-0.264845783524149,0.2478191709552,0.55332478353398,-1.20076742935012,-1.07447096388181,-1.00594918839328,-1.13273184256485,-1.2173007631136,0.3196403312619,-0.101124704885076,0.548727547393275,3.675282314421,2.18743215586249,0.350057649688969,-0.316533763710918,-0.159325577479432,-0.18124058206262,-0.253960474401065,-0.78198960316983,0.478710940661774,-0.50579283902319,-1.13634433687974,-0.265194555343931
"chr1:160594075-160604303",-0.192438634717323,0.0717195072663912,-0.107851533656047,-0.151822858239129,0.29913658568243,-0.206483126269047,0.208580831029343,0.360407440467959,-0.607334563990382,-0.149179727257675,0.0816942836110533,0.50746940533303,-0.658637091113882,-0.72982870790321,-0.693211029751104,-0.744139334047163,-0.755780592362496,0.205636096306865,-0.212453876206346,0.0588358595720468,3.98254512220189,3.12686632895241,-0.200549039650569,-0.447046556456389,-0.173093616208768,-0.381119289690718,-0.32247627336929,-0.577098099465329,-0.126010663443672,-0.50290319054198,-0.677063180005417,-0.286370476077482
"chr2:47923336-47928182",-0.156791396158967,-0.158245251680005,0.0597934374459522,-0.428660268725979,-0.296392382612069,-0.495280685537474,-0.0489484922359579,-0.289268498222656,-0.113263951869839,-0.486959739136634,-0.416924762634531,-0.400075363090022,-0.559329567856772,-0.527789269922539,-0.467287376831957,-0.603229303733301,-0.133912843633142,0.329181503032932,-0.32147828338432,2.22925631270787,4.77284875217971,0.00782719085027995,0.0953357719554828,-0.0551846559375275,0.0861984614662164,-0.346215804902187,0.0899622609900429,-0.0631411161433978,-0.215613268362137,-0.367918220125611,-0.447214298291212,-0.271278889600248
"chr22:42319401-42320945",-0.0768728606973856,0.943679860639147,0.227258657854448,-0.103792999307381,0.519405606458769,-0.390943472246998,0.326450597616068,-0.504583346815798,-0.46177094478771,-0.295733056892811,-0.14520961025963,0.854532465615972,-0.439511037983428,-1.02408271736993,-0.985503160528775,-0.0766937007051283,0.735953539978459,-0.134910305410045,-0.148335363765032,0.27077670983036,4.50356241874222,0.403182036636527,-0.839047135713023,-1.08521393438822,0.218877896903033,-1.06254366997801,0.103803816360079,0.733803952900335,-0.161995222691608,-0.710322340932118,-0.465155579327678,-0.729067099734714
"chr1:159025045-159028939",1.12167544623965,0.588858541212584,1.31352199242137,0.59421131256761,0.841187002975715,-0.43241893481737,0.226527044890679,0.0550558710096275,-0.84249388991439,0.0945300586910392,-0.0285929559816666,0.766640791298898,-0.995308623685133,-0.920617045529218,-0.859411026082955,-0.370771534638364,-0.145044992793771,0.504177420023604,-0.0550602481344872,-0.0748251499358626,4.23281009030842,0.216283466729048,-0.229901469201002,-0.696586669341206,-0.111425010807935,-0.755749996951982,-0.568336343587743,-0.610762917616757,-0.367783097653481,-0.735674478434963,-1.05791049312572,-0.696804160134232
