"chr","start","end","SE_ID","eRNA_count","TCGA-5L-AAT1_tumor","TCGA-A2-A04Q_tumor","TCGA-A2-A04U_tumor","TCGA-A2-A04V_tumor","TCGA-A2-A0EM_tumor","TCGA-A2-A0ER_tumor","TCGA-A2-A0ST_tumor","TCGA-A2-A0T5_tumor","TCGA-A2-A0YF_tumor","TCGA-A2-A25B_tumor","TCGA-A2-A25D_tumor","TCGA-A2-A25E_tumor","TCGA-A2-A25F_tumor","TCGA-A2-A3KD_tumor","TCGA-A2-A3XU_tumor","TCGA-A2-A3XV_tumor","TCGA-A7-A0CJ_tumor","TCGA-A7-A0DC_tumor","TCGA-A7-A3IZ_tumor","TCGA-A7-A5ZX_tumor","TCGA-A7-A6VV_tumor","TCGA-A8-A06U_tumor","TCGA-A8-A06Z_tumor","TCGA-A8-A083_tumor","TCGA-A8-A086_tumor","TCGA-A8-A08A_tumor","TCGA-A8-A08B_tumor","TCGA-A8-A091_tumor","TCGA-A8-A097_tumor","TCGA-A8-A09M_tumor","TCGA-A8-A09Q_tumor","TCGA-AC-A2FF_tumor","TCGA-AC-A3HN_tumor","TCGA-AC-A3QQ_tumor","TCGA-AC-A3W5_tumor","TCGA-AC-A4ZE_tumor","TCGA-AN-A0FT_tumor","TCGA-AN-A0XW_tumor","TCGA-AO-A03U_tumor","TCGA-AO-A0JL_tumor","TCGA-AO-A12H_tumor","TCGA-AQ-A54N_tumor","TCGA-AQ-A54O_tumor","TCGA-AR-A0TP_tumor","TCGA-AR-A1AN_tumor","TCGA-AR-A24L_tumor","TCGA-AR-A24T_tumor","TCGA-AR-A255_tumor","TCGA-B6-A0RP_tumor","TCGA-B6-A0RV_tumor","TCGA-BH-A0BV_tumor","TCGA-BH-A0HU_tumor","TCGA-C8-A12W_tumor","TCGA-E2-A15D_tumor","TCGA-E2-A1IE_tumor","TCGA-E2-A572_tumor","TCGA-E9-A22D_tumor","TCGA-E9-A3X8_tumor","TCGA-EW-A1OV_tumor","TCGA-EW-A1OY_tumor","TCGA-EW-A1P6_tumor","TCGA-LL-A440_tumor","TCGA-LL-A73Z_tumor"
"chr20",1281455,1285422,"chr20:1281455-1285422",6,1.76389948598759,0.611110859030214,-0.67193632924639,-0.67193632924639,-0.67193632924639,-0.67193632924639,1.14404411862562,-0.67193632924639,2.59840289424024,-0.67193632924639,-0.67193632924639,-0.67193632924639,-0.67193632924639,2.09393287502322,-0.67193632924639,-0.67193632924639,-0.67193632924639,0.5068222661877,-0.67193632924639,-0.67193632924639,-0.67193632924639,0.809845985202094,0.446189907039336,0.236621171066241,-0.67193632924639,1.47459227350653,-0.67193632924639,1.07408432632921,-0.37816378063111,-0.109347878612485,-0.67193632924639,-0.477802955089071,-0.67193632924639,-0.67193632924639,1.44114142375462,0.612730977267413,-0.67193632924639,1.16773196702413,-0.67193632924639,-0.67193632924639,-0.67193632924639,-0.67193632924639,-0.67193632924639,0.693370380012129,-0.67193632924639,1.36117684635224,-0.67193632924639,1.18734152351423,0.691177199399847,-0.67193632924639,-0.67193632924639,0.734613585099208,-0.67193632924639,-0.67193632924639,0.602745676563072,-0.67193632924639,-0.67193632924639,-0.67193632924639,-0.67193632924639,1.8057435884358,-0.67193632924639,0.999904513452853,-0.67193632924639
"chr22",38367405,38368137,"chr22:38367405-38368137",4,0.348894985356957,0.239966570191802,2.24469782692517,-1.1309099816324,-0.302351882876083,-0.550151092502726,1.42978974544093,0.244782825128781,-0.25194867102399,-1.1309099816324,-0.303709468502179,-0.554007217009403,-0.265480606784116,0.915398935815306,1.51110356377034,-1.1309099816324,0.10273471995491,-0.910722085107214,-1.1309099816324,1.22521945551967,2.1568023462313,0.0560159608690079,-1.1309099816324,-1.1309099816324,0.204131613974066,-0.99309801115055,-0.958358628296556,-0.420250184906437,0.23028126784598,-1.1309099816324,-1.1309099816324,0.874001496548006,0.314116912702105,-0.831532524428664,-1.1309099816324,-1.1309099816324,-0.876990562686256,-0.246946835956672,0.976968137949062,0.814854739868346,-1.1309099816324,1.93854725551166,-1.1309099816324,1.23968732444123,-0.981004722423142,0.0241582820150484,-0.0979896015474471,0.687540732573722,-1.0230113094123,0.796874432571228,-0.357944077151224,-1.01116479988986,-0.871740329339874,-0.893876487232989,-0.362910275429766,-0.611448815922812,-0.771141156564498,0.0506876180503583,-1.1309099816324,-0.345291630972453,-0.957726422697763,0.754012372148088,1.51216213664563
"chr15",39883924,39884669,"chr15:39883924-39884669",5,-1.31453980564676,-1.27509104148947,-2.02382606460451,1.69509030419109,0.423556758561484,-0.112062672996838,-1.164867180603,0.549996302096804,0.781771748316466,1.17522733366091,1.30821905730636,2.35033164578265,-0.870927127082221,0.802970241947677,-2.16286184513489,-0.0852035423713453,-1.20910674065549,-0.233275132743579,1.15478687686797,0.275602038619587,-1.08283641314689,1.06674989424776,0.479412505120716,0.687990982384492,1.70289175209922,1.96090127621619,-0.885810974420701,0.337259442065339,0.164882618127018,1.46675898598528,1.80850519587636,0.814881367020816,-0.0391006136215487,-1.23388341899851,-0.470598040813605,-0.676227387492162,-1.14815069970405,0.274205415646814,-1.42167616401881,-0.859445717798936,1.59849764770147,-2.16286184513489,-0.222529413576851,-0.757997878954668,1.28443303432792,1.76776416343657,-0.255257684826772,0.393709292917013,0.403504255259122,-0.492873379107677,1.46896436364826,-0.244183243053229,-0.906387014620999,1.21809563139707,2.09358238366174,0.435514810734265,0.955354643006467,-1.59680249765223,-1.70491508118445,-0.162966558001414,-0.949806225090009,0.100186113546542,-0.722810389477081
"chr3",149003069,149006172,"chr3:149003069-149006172",4,0.559786587549971,-0.715877418435007,-0.836310376514746,-0.427238895522674,-0.836310376514746,-0.836310376514746,-0.836310376514746,-0.836310376514746,-0.296311534065645,0.249621236949206,-0.171641620343732,-0.181567291356846,-0.836310376514746,-0.437704641308533,-0.836310376514746,1.58097658636713,-0.520727674829098,-0.72652402738934,1.19395849307706,0.0297937476723046,-0.836310376514746,-0.443549920502741,2.8686737322117,1.2901198295743,-0.704306500457918,-0.836310376514746,-0.361671476806238,-0.836310376514746,-0.626321570910926,2.67363257913274,-0.511551700626546,-0.712908791979017,-0.292200484608747,1.00131617014176,1.17475388603801,-0.742978527101752,1.56866594742183,-0.836310376514746,-0.699472281204153,-0.714530680832418,0.119780441978224,-0.836310376514746,-0.836310376514746,-0.836310376514746,-0.504599873883775,1.40253536050413,-0.836310376514746,-0.423827240593714,-0.190361379187448,0.309802137818671,-0.836310376514746,1.42967143440837,1.21216860517219,-0.836310376514746,1.36921690326516,-0.836310376514746,-0.0780758082007683,-0.836310376514746,0.370836971879944,0.799793594845603,-0.445368033174485,-0.467486952918263,0.922478537763488
"chr22",45601893,45603354,"chr22:45601893-45603354",4,-1.46178281025827,-0.386613451989484,-1.46178281025827,0.294264348988374,-0.119383239325407,1.19742748627111,0.332277741587692,-1.12440416369025,1.39518064898924,0.141844559265695,0.0784412562623638,-1.46178281025827,1.10716764521383,1.42751729162789,-1.46178281025827,-1.46178281025827,-1.13419978638713,-1.03497842936079,0.0304459240177462,-1.46178281025827,-0.293212850827093,-1.46178281025827,-0.0831112394243932,-0.54806804857312,0.685983479012513,-0.162907491955662,-1.46178281025827,-0.193939983639069,0.139346353970021,-1.46178281025827,-0.383687436061525,1.01919921723864,0.00580524750326869,-0.704225516935241,0.895586987934238,-0.613646544878172,-1.46178281025827,0.102935006150578,2.17833615639132,-1.46178281025827,-1.46178281025827,-1.46178281025827,-1.46178281025827,-0.650763665393656,0.583661240532258,0.150585899657385,-1.19765070587853,-0.967659703418774,0.501502888980754,-0.0926222159567464,-0.0369357108687358,-1.46178281025827,-1.46178281025827,-0.421552726107513,-0.935796418452759,-1.46178281025827,0.570913177367711,-1.46178281025827,0.0949227434575991,-1.084844604488,-1.46178281025827,1.37725586379735,0.0718503016063986
"chr4",159124129,159124672,"chr4:159124129-159124672",4,0.290764838113063,-1.13480396756143,-1.16226129671493,0.418814257380848,0.211584282952726,1.50384056464138,-1.00554179611315,0.275901062111053,0.736802678489005,-0.27993572586838,-0.704982939039194,0.768137207228728,-0.672698260132425,0.0843162786712216,0.706645499059744,0.143608725006769,0.000693008686238228,-0.582605507114962,1.0875169704128,1.0068334987396,-1.28897951880363,0.0902826796232582,1.20107801203998,0.855180592810164,-0.358136201601334,0.509422040571675,0.0668916567133188,1.69145832554964,1.02660812106529,0.635342620970642,-0.738620961014832,0.357001917664506,0.0945163797875337,-0.066657680708346,1.05052042258607,-0.827330513870802,0.734099376760805,0.343038399329435,-0.684612669087899,-1.32978859233765,1.58235372674206,-1.62344192117532,1.95560569186921,0.411129237551764,0.561723748868897,0.855591363138578,-0.406239808778838,-0.106052631392858,0.89581154840237,-0.970393090566461,0.592881388345576,0.211628167704645,0.493535387867156,0.751122916452563,1.34947054934309,2.47818946202357,0.303384513397552,0.981973375870217,-0.705485514350337,-0.508444579601702,0.546711062875763,0.669838733089796,0.520058096768398
"chr2",238420365,238426572,"chr2:238420365-238426572",28,-0.264495747944045,-1.19100108606117,-2.1242518755811,0.118778446095255,0.508147698557167,0.684787754114694,-1.18787944723285,0.66469659104232,0.474570654560894,0.57541684250466,0.441095555199101,0.411268009968221,-1.88851691630706,0.875874063872274,-2.10641482369485,-0.971402409746166,-0.186874318499521,0.510436801364047,0.880516642095744,0.589718883006146,-1.62733129505063,-0.356335614751363,0.00128025787918782,0.888068905979532,0.0262988518559518,0.681873643377542,0.633969792683729,1.02408452424581,0.169058071587221,0.724816465428944,0.00225056285138831,0.243092548952158,0.521698835327813,0.310903815255817,-0.635563630057185,1.82769053232193,0.428774949335971,-0.389113697631314,-0.453584477022486,-1.19803854439813,0.488933852090777,-1.96753547635782,-1.20358211952943,-1.46451947767082,0.0214994213374231,0.465420287780242,0.522066535225912,0.589308387460427,0.873131230886219,0.542310401980206,0.490698778980053,0.576567256731192,0.182056621778829,0.798280363267717,1.22012716101662,-1.19847257425605,0.176126907659455,-1.34172798269361,-0.161789391554536,-0.277474119744538,0.50329579424715,0.63311116848812,-0.457493615956381
"chr6",151933103,151936478,"chr6:151933103-151936478",5,-0.806486576049748,-0.901129466167878,-0.997461191826244,-0.512663462133057,-0.0986127439491149,1.43023591617185,-0.660521189988407,-0.997461191826244,0.0148755378389136,0.675492063624715,-0.997461191826244,0.503883097279994,-0.997461191826244,-0.298898641191146,-0.86464513493025,-0.997461191826244,1.51411552782984,0.143884440102179,1.37255855552867,-0.198991006008641,-0.872750135957372,2.30687317244728,2.40823202238631,0.943246921144063,0.0521810477506372,0.958156374355068,-0.405044151107108,-0.790499097238238,0.329641943940299,1.73714534507421,1.43877406345392,-0.401505965465981,0.40447632330568,-0.649810834994167,-0.72135146046065,-0.0899754508847061,0.990511831037001,-0.80996425608322,-0.997461191826244,-0.997461191826244,0.893824856168188,-0.997461191826244,1.42168061584649,-0.997461191826244,0.202022595234969,0.00261204978118906,-0.997461191826244,0.193564671986108,0.277555363412075,0.679555578881933,1.78490829440665,1.10855701496394,0.279379446153147,-0.899798817375023,1.70583391581732,-0.242601848831649,1.43836194370884,-0.87904552863978,-0.759819135109892,1.43480012559897,0.227699414453297,0.371355740865934,-0.87143930318305
"chr6",27776529,27777742,"chr6:27776529-27777742",8,-0.392962328623368,-0.0826922746322256,-1.35905167635431,-0.411924408782066,-1.328687104759,0.0380244035197635,-0.0608032724766116,0.298387107566285,-1.52123161009233,1.97834896754472,-0.0124428600262858,1.13598780321519,-0.900503414048615,0.919883951100574,-1.65552429122721,-0.359778394926904,-0.27202233846087,-1.61840679124318,-0.0879751265582963,-1.38513225943135,1.00868727065712,0.38183962231495,0.131807932283063,-1.03538875797895,-1.02664681138228,0.626061786038055,-0.732962887971501,1.17015738511956,1.86797259256787,0.83373342404857,1.36172428123732,-1.04570338446395,-1.09869838658908,-1.5681687595621,-1.11114516259839,-0.254819951872207,-0.168020835598058,1.31926902235753,-1.37732045793562,-1.16884658690353,-1.65552429122721,-0.745992016918485,-0.506348183473997,-1.58666913088416,-0.983901619083202,-1.65552429122721,1.30707994759967,0.029111139211696,-1.16471166944252,-0.223630576684136,-0.345602736751351,-0.744563237332562,1.9004405063301,1.19055610137514,1.16067257667783,0.733711785026841,0.399443724703111,-1.21072160961804,-1.03035510690755,0.895781800049252,-0.172983641147534,-0.839420011618543,-0.708127940673893
"chr3",5023395,5024421,"chr3:5023395-5024421",5,-0.064713880568431,-0.92141341350047,-2.79256361519946,0.662027532795286,0.44571353482129,-0.0902936259617939,-0.192281330978906,0.349750039904405,0.718816209811363,0.0784999428520632,0.461266863220409,1.14041995367301,-0.958154432531272,0.253655858453674,-2.01245883574686,-2.51251329811722,0.51714148170969,-0.998361843164288,1.30629652290065,0.283447043849276,0.325086125449634,-0.119289681266589,-0.451836764682746,0.377084700545376,-0.298814741684434,0.213631183740753,-0.327116315263939,0.195635292916714,0.103242817535887,1.0420246978054,-1.00385802503643,-0.404381851425314,1.78678173579653,-0.515936898683875,-0.628301770560017,2.00125157206638,-1.14131427150813,0.354835889535191,1.08808918530692,-1.45564214111673,0.981903169129722,-2.85972608768669,-0.255157711350858,-0.833379217703027,-0.611076346922188,0.195519889184414,1.0229559174292,0.0868825065304299,1.09213088273043,0.394933047356679,0.765793582165901,0.30188829582725,-0.814778109684827,0.782423039218006,0.998975977685016,-3.07996647221222,-0.632021088893424,-1.56053739588034,-0.695695649694563,0.391363738712827,0.275803562665065,0.674789070895187,-1.19295929706767
